1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
693,0.0,2.0,0,0,2,693,0,1,1980.0,693,3,4118,153.0,0.0,20,4,4,693,1941,1950,52500
1112,896.0,3.0,0,603,0,293,230,1,1948.0,2008,2,7800,78.0,0.0,0,8,5,896,1948,2002,225000
1226,592.0,4.0,0,224,5,816,240,1,1951.0,1818,1,7758,69.0,600.0,0,4,7,1040,1931,1950,169500
999,0.0,3.0,0,588,1,411,264,1,1963.0,999,0,7758,69.0,0.0,132,7,5,999,1962,2001,132500
1976,0.0,2.0,1,1350,2,626,908,0,2006.0,1976,0,14977,110.0,304.0,63,5,8,1976,2006,2007,440000
1828,0.0,3.0,3,48,2,1774,774,1,2007.0,1828,0,11694,90.0,452.0,108,5,9,1822,2007,2007,314813
916,826.0,4.0,0,216,4,700,424,1,1925.0,1742,0,17671,121.0,0.0,169,9,8,916,1882,1986,168000
1394,0.0,3.0,0,609,4,785,514,0,1963.0,1394,1,9500,69.0,247.0,76,5,6,1394,1963,1963,159000
1630,0.0,3.0,0,0,2,1630,451,1,2000.0,1630,0,9750,75.0,171.0,234,5,7,1630,2000,2001,213000
1029,0.0,3.0,2,903,3,126,261,1,1961.0,1029,1,7943,61.0,192.0,0,5,4,1029,1961,1961,118500
779,640.0,3.0,0,353,0,55,527,2,2002.0,1419,0,7750,69.0,0.0,0,5,8,408,2002,2002,184100
757,567.0,3.0,0,672,4,0,240,1,1936.0,1324,1,6000,50.0,0.0,0,6,4,672,1936,1950,128000
970,739.0,3.0,0,0,2,970,380,1,2004.0,1709,0,2522,24.0,50.0,40,5,7,970,2004,2004,130000
848,672.0,3.0,0,182,3,611,281,1,1968.0,1520,1,4500,55.0,0.0,0,5,5,793,1932,2000,159434
1509,0.0,3.0,3,783,0,678,600,0,1988.0,1509,0,10200,85.0,219.0,0,5,6,1461,1988,1989,175000
742,729.0,3.0,0,381,0,348,440,1,1999.0,1471,1,3230,34.0,894.0,24,5,6,729,1999,1999,172500
1619,167.0,3.0,1,1249,2,103,529,2,1965.0,1786,1,164660,69.0,0.0,0,6,5,1499,1965,1965,228950
811,576.0,3.0,0,0,2,811,256,1,1954.0,1387,0,6000,50.0,0.0,0,4,5,811,1954,1954,93000
600,0.0,3.0,0,0,2,600,0,1,1980.0,968,1,5925,50.0,0.0,0,6,3,600,1910,1950,37900
1710,0.0,3.0,2,0,2,1710,550,1,2004.0,1710,0,12118,43.0,108.0,48,5,7,1710,2004,2005,240000
1578,0.0,3.0,0,0,2,1573,840,1,2008.0,1578,2,9262,78.0,194.0,36,5,8,1573,2008,2009,287090
1060,0.0,3.0,2,188,3,204,270,1,1968.0,1060,0,8246,69.0,0.0,90,8,5,1060,1968,2001,154000
672,0.0,2.0,0,344,3,328,234,1,1941.0,672,1,9340,50.0,0.0,113,6,4,672,1941,1950,113000
831,829.0,3.0,0,0,2,831,493,0,2002.0,1660,0,8935,68.0,95.0,68,5,7,831,2002,2002,195000
855,601.0,3.0,0,311,2,544,440,1,1978.0,1456,1,2280,24.0,0.0,0,5,6,855,1978,1978,146000
1056,0.0,3.0,0,775,4,281,304,1,1968.0,1056,1,8450,65.0,0.0,85,6,5,1056,1968,1968,142000
900,602.0,3.0,0,0,2,602,180,1,1923.0,1502,0,10592,55.0,0.0,0,7,6,602,1923,1996,165000
1097,0.0,3.0,0,338,0,702,480,1,1986.0,1097,1,9672,81.0,0.0,0,5,6,1040,1984,1985,152000
1340,0.0,3.0,0,0,2,0,252,1,1957.0,1340,1,9060,60.0,98.0,0,6,5,0,1957,2006,120000
912,546.0,3.0,0,0,2,912,330,1,1948.0,1458,1,17503,78.0,0.0,0,5,6,912,1948,1950,97500
1236,857.0,3.0,0,0,2,791,542,2,1986.0,2093,1,20544,46.0,123.0,63,6,7,791,1986,1991,215000
1144,0.0,3.0,3,748,2,102,796,0,1959.0,1144,1,8163,70.0,128.0,0,6,5,1144,1959,1959,143000
902,0.0,2.0,3,301,4,239,484,1,1983.0,902,1,8885,69.0,0.0,0,5,5,864,1983,1983,131000
1588,0.0,3.0,3,0,2,1588,825,1,2006.0,1588,0,10000,85.0,410.0,45,5,8,1588,2006,2006,227000
848,0.0,1.0,3,662,0,186,420,1,2004.0,848,0,4426,69.0,169.0,0,5,6,848,2004,2004,143000
741,622.0,3.0,0,0,2,622,528,1,1966.0,1363,1,7740,60.0,0.0,0,7,4,622,1910,1950,125500
1668,0.0,3.0,3,370,4,315,502,2,2003.0,1668,0,10635,48.0,171.0,262,5,8,1657,2003,2003,232000
1680,0.0,4.0,0,0,2,1680,528,1,1976.0,1680,1,11500,69.0,164.0,0,6,5,1680,1976,1976,136905
1108,0.0,3.0,0,0,2,637,280,1,1930.0,1108,0,7449,57.0,0.0,0,7,7,637,1930,1950,139400
1026,0.0,3.0,0,439,0,115,440,0,1969.0,1026,0,7930,61.0,0.0,48,8,6,1026,1969,2005,156000
790,784.0,3.0,2,712,0,84,566,2,1976.0,1574,1,18800,69.0,120.0,111,5,6,796,1976,1976,190000
936,0.0,2.0,0,0,2,936,576,1,1974.0,936,1,6000,60.0,0.0,32,4,4,936,1953,1953,93000
1800,0.0,6.0,0,0,2,1800,0,1,1980.0,1800,1,8000,80.0,0.0,0,4,5,1800,1961,1961,141000
729,717.0,3.0,1,604,0,125,406,1,1996.0,1446,1,21872,57.0,0.0,22,5,7,729,1996,1997,175000
1072,0.0,2.0,1,547,0,0,525,2,2005.0,1072,1,3675,35.0,80.0,28,5,5,547,2005,2005,145000
875,0.0,2.0,0,209,4,506,180,1,1931.0,875,1,6120,51.0,0.0,0,7,5,715,1931,1993,105000
1328,1203.0,4.0,3,56,5,1198,752,0,1995.0,2531,0,12257,65.0,513.0,98,5,8,1318,1995,1995,290000
1338,1296.0,6.0,0,500,5,748,968,1,1969.0,2634,1,11643,91.0,368.0,0,5,5,1248,1969,1969,200000
901,0.0,2.0,0,0,2,901,281,1,1954.0,901,1,6000,50.0,0.0,0,7,4,901,1954,2000,107900
952,0.0,2.0,0,228,1,724,283,1,1956.0,952,1,8475,69.0,0.0,0,7,4,952,1956,1956,135750
1572,0.0,3.0,1,1159,3,413,995,0,1963.0,1572,1,35133,50.0,226.0,263,4,5,1572,1963,1963,186700
1316,0.0,3.0,3,0,2,1316,440,2,2007.0,1316,0,11175,103.0,0.0,20,5,7,1316,2007,2007,200141
1717,0.0,3.0,3,0,2,1709,908,0,2006.0,1717,0,11146,87.0,250.0,39,5,8,1709,2006,2006,255500
2259,0.0,3.0,2,35,2,905,450,1,1953.0,2259,0,21000,69.0,184.0,120,5,6,1809,1953,1953,217000
864,0.0,3.0,0,646,1,218,336,1,1978.0,864,1,7000,69.0,90.0,0,8,5,864,1978,2005,136500
769,756.0,3.0,0,436,0,320,440,1,2000.0,1525,0,2117,69.0,456.0,0,5,6,756,2000,2000,177000
561,668.0,2.0,0,285,1,276,462,2,1980.0,1229,1,1300,24.0,0.0,0,6,6,561,1980,1980,124000
960,0.0,2.0,0,250,1,710,308,1,1997.0,960,3,6000,50.0,0.0,0,4,4,960,1920,1950,108500
483,504.0,2.0,0,330,4,153,264,1,1973.0,987,1,1680,21.0,158.0,0,5,6,483,1973,1973,100000
876,936.0,4.0,0,540,1,324,264,0,1962.0,1812,1,7590,69.0,288.0,168,5,5,864,1962,1962,169500
1721,0.0,3.0,0,570,3,891,440,0,1968.0,1721,1,10335,78.0,0.0,96,6,5,1461,1968,1993,180000
1334,0.0,2.0,0,686,1,664,630,0,1977.0,1334,1,9650,80.0,360.0,16,5,6,1350,1977,1977,167900
2524,0.0,4.0,0,1104,1,1420,542,2,1981.0,2524,0,9600,80.0,0.0,120,5,8,2524,1981,1981,278000
924,0.0,3.0,0,0,2,924,280,1,1981.0,924,1,7990,88.0,0.0,0,6,5,924,1975,1975,110000
1203,1323.0,4.0,0,740,0,425,844,1,1994.0,2526,0,10120,92.0,391.0,78,5,8,1165,1994,1994,290000
1001,634.0,2.0,0,0,2,485,255,1,1950.0,1635,0,5310,59.0,0.0,0,8,6,485,1910,2003,117000
495,1427.0,4.0,0,0,2,0,672,0,2003.0,1922,0,7301,64.0,500.0,0,5,7,0,2003,2003,198500
1122,1121.0,4.0,0,700,1,0,746,0,1990.0,2243,0,13474,116.0,246.0,44,5,7,700,1990,1991,225000
864,0.0,3.0,0,0,2,864,280,1,1972.0,864,1,9353,71.0,0.0,0,5,4,864,1970,1970,116050
892,0.0,3.0,0,340,3,524,264,0,1966.0,892,1,9477,69.0,65.0,0,5,5,864,1966,1966,110000
