1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
824,1070.0,4.0,0,624,0,193,510,1,2002.0,1894,0,11316,80.0,44.0,40,5,7,817,2002,2003,214900
1848,880.0,4.0,0,1410,0,438,706,2,2006.0,2728,2,20431,56.0,870.0,0,5,9,1848,2005,2006,437154
546,0.0,3.0,0,273,4,0,286,0,1970.0,1092,1,2217,21.0,0.0,0,4,4,546,1970,1970,88000
1274,0.0,3.0,0,925,0,349,508,1,2005.0,1274,0,8814,68.0,80.0,98,5,7,1274,2005,2007,203000
660,660.0,3.0,0,0,2,660,400,2,2003.0,1320,0,7750,69.0,0.0,48,5,7,660,2003,2003,162000
757,0.0,3.0,0,549,1,195,440,1,1999.0,1501,1,2280,24.0,360.0,0,5,7,744,1999,1999,179400
802,709.0,3.0,3,714,0,88,413,2,1997.0,1511,1,11207,70.0,0.0,75,5,6,802,1997,1997,185000
1082,871.0,3.0,2,0,2,1082,1043,0,2005.0,1953,0,10574,85.0,0.0,50,5,8,1082,2005,2006,252000
1092,0.0,3.0,0,787,3,305,504,0,1964.0,1092,1,8250,75.0,260.0,0,7,6,1092,1964,1964,145000
1156,866.0,4.0,0,392,4,768,505,2,1977.0,2022,1,10005,83.0,299.0,117,5,7,1160,1977,1977,192000
1040,0.0,3.0,0,659,1,381,260,1,1962.0,1040,1,6897,69.0,0.0,104,8,5,1040,1962,2010,127000
1060,0.0,3.0,0,840,0,200,572,1,1976.0,1060,1,4224,44.0,0.0,110,7,5,1040,1976,1976,129900
551,551.0,2.0,0,239,0,312,480,1,2004.0,1102,0,5105,69.0,0.0,60,5,7,551,2004,2004,148800
1549,1178.0,3.0,0,297,3,556,440,1,1932.0,2727,0,10570,70.0,0.0,74,8,8,853,1932,1994,315000
1694,0.0,3.0,0,0,2,1694,818,2,2007.0,1694,0,12030,93.0,254.0,228,5,8,1694,2007,2007,318000
1236,872.0,4.0,0,626,3,501,540,1,1935.0,2108,0,13728,120.0,0.0,0,7,6,1127,1935,1986,235000
951,0.0,2.0,0,285,1,666,327,1,1936.0,951,1,8765,50.0,0.0,28,6,4,951,1936,1950,106500
1298,0.0,3.0,0,1258,0,40,403,1,1985.0,1298,0,11200,69.0,85.0,26,5,6,1298,1985,1985,180000
1283,0.0,3.0,0,504,3,319,506,1,1980.0,1283,1,7763,70.0,0.0,0,7,5,931,1962,1980,140000
860,0.0,2.0,3,672,1,168,528,1,1996.0,860,1,8740,74.0,0.0,0,6,5,840,1982,1982,137000
1506,0.0,2.0,0,0,2,1498,592,1,2008.0,1506,2,14587,75.0,284.0,174,5,9,1498,2008,2008,264132
851,651.0,3.0,0,0,2,776,270,0,1931.0,1502,1,7200,60.0,0.0,0,6,7,776,1931,2000,149000
1368,0.0,2.0,0,0,2,1368,474,1,2005.0,1368,0,6792,40.0,94.0,35,5,7,1368,2005,2006,202665
1557,0.0,2.0,1,0,2,1374,420,2,2003.0,1557,0,3196,69.0,18.0,20,5,7,1374,2003,2004,234000
1787,0.0,3.0,1,0,2,1753,748,0,2001.0,1787,0,14781,69.0,178.0,150,5,8,1753,2001,2002,275000
1362,720.0,3.0,0,0,2,1362,484,1,2003.0,2082,0,11426,63.0,0.0,238,5,7,1362,2003,2003,200000
1734,1088.0,3.0,1,0,2,1734,1020,0,2009.0,2822,2,13891,107.0,424.0,170,5,9,1734,2008,2009,582933
980,734.0,3.0,0,394,2,586,496,1,1988.0,1714,1,10421,80.0,42.0,66,5,7,980,1988,1988,196500
581,530.0,3.0,0,0,2,530,288,1,1935.0,1111,3,7200,60.0,0.0,0,7,5,530,1920,1996,101000
1973,0.0,3.0,3,0,2,1935,895,2,2006.0,1973,0,14226,110.0,375.0,45,5,8,1935,2006,2006,395000
698,430.0,2.0,0,0,2,698,528,0,1980.0,1128,1,7500,60.0,0.0,0,4,4,698,1920,1950,68400
483,504.0,2.0,0,387,1,96,264,1,1971.0,987,1,1680,21.0,232.0,0,5,6,483,1971,1971,85400
1008,0.0,2.0,0,486,4,522,275,1,1954.0,1008,1,11425,69.0,0.0,0,6,5,1008,1954,1954,137000
1664,0.0,4.0,0,0,2,0,0,1,1980.0,1664,1,9825,75.0,0.0,0,5,5,0,1965,1965,100000
780,840.0,4.0,0,493,3,0,462,2,1969.0,1620,1,10793,80.0,263.0,0,5,5,780,1969,1969,152000
1569,0.0,1.0,0,988,2,398,660,1,2007.0,1569,0,3635,51.0,130.0,20,5,7,1386,2007,2007,175900
1940,1254.0,4.0,2,428,4,537,380,1,1934.0,3194,1,12168,78.0,0.0,0,6,8,965,1934,1998,359100
858,0.0,3.0,0,614,4,244,0,1,1980.0,858,1,8125,69.0,0.0,0,4,4,858,1971,1971,88000
849,811.0,3.0,0,326,5,389,240,1,1939.0,1660,1,11988,74.0,0.0,0,7,6,715,1934,1995,188700
926,678.0,3.0,0,0,2,926,470,2,1997.0,1604,1,10839,100.0,0.0,36,5,6,926,1997,1998,181000
1352,1168.0,5.0,0,1012,0,326,796,0,1993.0,2520,0,14541,69.0,0.0,55,7,8,1338,1993,1993,310000
1464,0.0,3.0,1,929,0,556,754,1,2007.0,1464,0,15256,49.0,84.0,160,5,8,1485,2007,2007,282922
907,0.0,3.0,0,288,3,619,352,1,1964.0,907,1,8593,77.0,0.0,0,6,4,907,1957,1957,109008
1959,0.0,5.0,0,0,2,1907,766,1,1989.0,1959,1,11070,82.0,70.0,0,5,7,1907,1988,1989,171000
864,0.0,3.0,2,360,3,504,288,0,1972.0,864,1,9560,120.0,0.0,0,7,5,864,1972,1972,128500
1520,0.0,3.0,3,674,4,350,364,0,1955.0,1520,1,9600,80.0,164.0,0,6,6,1156,1955,1972,153000
624,720.0,4.0,0,0,2,624,513,1,1916.0,1344,1,4571,34.0,0.0,0,5,5,624,1916,1950,98000
912,0.0,3.0,2,832,0,80,288,1,1962.0,912,0,6768,65.0,0.0,0,8,6,912,1961,1996,142000
1127,886.0,3.0,3,862,2,255,455,1,1997.0,2013,1,9920,92.0,0.0,130,5,7,1117,1996,1997,269790
1310,0.0,3.0,3,24,0,1286,400,2,2005.0,1310,0,8767,65.0,0.0,0,5,7,1310,2005,2005,164990
1309,0.0,3.0,0,663,1,0,484,0,1974.0,1309,0,10140,78.0,99.0,0,6,6,1040,1974,1999,181000
1040,0.0,3.0,1,633,1,431,648,1,1963.0,1040,1,25286,94.0,0.0,0,5,4,1064,1963,1963,132250
1360,0.0,3.0,0,384,1,0,572,1,1962.0,1360,1,7134,60.0,0.0,50,5,5,384,1955,1955,130000
840,0.0,3.0,0,116,5,556,0,1,1980.0,840,1,4388,55.0,0.0,0,7,5,672,1930,1950,87000
1026,665.0,3.0,0,218,5,808,308,1,1924.0,1691,0,5000,50.0,0.0,0,6,5,1026,1924,1950,127000
1276,804.0,3.0,0,0,2,1276,282,1,1926.0,2080,0,10918,53.0,0.0,0,9,7,1276,1926,2004,234000
798,0.0,3.0,0,0,2,798,595,0,2003.0,1640,0,7226,72.0,0.0,45,5,7,798,2003,2003,183000
1530,0.0,3.0,3,1300,0,230,630,2,2004.0,1530,0,14572,182.0,0.0,36,5,7,1530,2004,2004,259000
1057,0.0,3.0,0,731,0,326,246,1,1953.0,1057,0,7922,68.0,0.0,52,7,5,1057,1953,2007,109000
684,684.0,3.0,0,0,2,684,216,1,1930.0,1368,1,3600,60.0,0.0,158,7,6,684,1910,1993,114504
1496,636.0,1.0,1,1441,0,55,612,2,1983.0,2132,0,12327,79.0,0.0,40,8,8,1496,1983,2009,316600
915,720.0,3.0,0,300,3,765,440,1,1950.0,1635,1,8737,70.0,0.0,38,7,6,1065,1923,1950,210000
1319,0.0,3.0,0,428,4,0,270,1,1953.0,1319,1,10634,79.0,0.0,0,6,5,608,1953,1953,123000
1411,0.0,3.0,0,822,1,564,544,2,1977.0,1411,1,11900,85.0,209.0,0,5,7,1386,1977,1977,82500
1020,1037.0,3.0,0,223,3,794,180,2,1936.0,2057,0,11500,86.0,0.0,0,7,7,1017,1936,1987,250000
1153,0.0,4.0,0,692,0,153,484,0,1983.0,2353,2,13005,94.0,278.0,195,7,7,845,1980,1980,260000
1422,0.0,3.0,3,0,2,1422,626,0,2004.0,1422,0,8500,63.0,106.0,60,5,7,1422,2004,2004,179600
1869,0.0,2.0,0,0,2,1869,617,0,2007.0,1869,2,7820,68.0,362.0,54,5,9,1869,2007,2007,318061
1462,0.0,4.0,0,1170,0,292,738,2,2004.0,2224,2,8834,74.0,216.0,0,5,9,1462,2004,2005,350000
882,0.0,3.0,0,0,2,0,294,0,1959.0,882,1,8339,69.0,0.0,0,7,5,0,1959,1959,106500
864,0.0,2.0,0,414,2,450,288,1,1959.0,864,0,7332,60.0,207.0,0,6,6,864,1959,1959,120000
864,864.0,3.0,0,503,3,361,673,0,2003.0,1728,0,8791,64.0,0.0,56,5,6,864,2003,2003,207500
1040,0.0,2.0,0,0,2,0,400,1,1949.0,1040,1,8544,69.0,340.0,0,4,3,0,1949,1950,87500
1249,1347.0,4.0,3,0,2,1249,840,0,2006.0,2596,0,16259,111.0,370.0,154,5,9,1249,2006,2006,342643
764,862.0,2.0,0,567,0,197,474,0,2003.0,1626,0,2268,36.0,106.0,27,5,7,764,2003,2004,173000
956,1128.0,4.0,0,656,0,300,618,0,2004.0,2084,0,10142,76.0,0.0,45,5,7,956,2004,2004,233000
1005,0.0,2.0,0,0,2,1005,672,1,1977.0,1005,3,10434,60.0,0.0,0,5,4,1005,1955,1955,115000
1063,0.0,3.0,0,354,3,412,280,0,1954.0,1063,1,9920,80.0,110.0,0,5,5,1056,1954,1954,128000
1088,0.0,2.0,0,0,2,1074,461,0,1987.0,1088,0,3696,69.0,0.0,74,5,8,1074,1986,1986,170000
1428,0.0,3.0,0,0,2,1428,480,2,2007.0,1428,0,11639,95.0,0.0,120,5,7,1428,2007,2008,182000
910,0.0,3.0,3,0,2,105,414,1,1953.0,910,0,8892,74.0,0.0,0,7,5,105,1953,1996,116000
1541,0.0,3.0,2,1201,2,340,532,1,2005.0,1541,0,12182,95.0,226.0,70,5,7,1541,2005,2005,220000
2069,574.0,3.0,3,0,2,2153,694,2,2006.0,2643,2,13693,105.0,772.0,84,5,9,2153,2006,2006,380000
1040,0.0,3.0,0,369,5,671,286,0,1959.0,1040,1,7560,70.0,0.0,0,5,5,1040,1959,1959,133700
832,832.0,4.0,0,194,0,638,528,0,1976.0,1664,1,10140,78.0,0.0,28,5,7,832,1976,1976,162900
1414,0.0,3.0,0,528,1,245,601,1,1990.0,1414,1,11029,87.0,0.0,51,8,6,1184,1958,2002,176500
1077,0.0,2.0,0,0,2,961,338,1,1920.0,1077,1,8967,60.0,0.0,0,2,5,961,1920,1950,67000
713,739.0,3.0,0,450,0,241,506,1,1999.0,1452,0,3735,35.0,218.0,34,5,7,691,1999,1999,183900
764,862.0,2.0,0,573,0,191,474,0,2003.0,1626,0,2448,36.0,106.0,27,5,7,764,2003,2004,154000
1053,0.0,3.0,0,567,3,413,750,0,1998.0,1053,2,8973,69.0,85.0,80,7,5,1008,1958,1991,150000
990,0.0,3.0,0,588,2,402,0,1,1980.0,990,1,8070,60.0,0.0,0,5,4,990,1994,1995,123600
1444,700.0,4.0,1,697,3,747,389,2,1958.0,2144,0,159000,69.0,472.0,98,7,6,1444,1958,2006,277000
1113,858.0,3.0,2,341,0,772,689,0,2005.0,1971,0,9675,75.0,0.0,48,5,7,1113,2005,2005,253000
1264,1312.0,4.0,0,0,2,1234,666,2,2006.0,2576,2,12438,82.0,466.0,100,5,8,1234,2006,2006,361919
664,0.0,3.0,3,554,0,100,426,0,2006.0,1496,0,17104,58.0,0.0,24,5,7,654,2006,2006,179665
2121,0.0,3.0,1,0,2,2121,732,2,2007.0,2121,2,14450,107.0,315.0,98,5,9,2121,2006,2007,415298
807,702.0,3.0,0,457,0,326,393,2,2002.0,1509,0,7861,69.0,0.0,75,5,6,783,2002,2003,183200
764,783.0,3.0,2,24,0,732,614,1,2009.0,1547,0,8640,72.0,0.0,45,5,7,756,2009,2009,215200
1430,0.0,3.0,0,0,2,1413,605,0,2001.0,1430,0,16285,67.0,0.0,33,5,7,1413,2001,2002,187100
953,711.0,3.0,0,0,2,953,460,0,2000.0,1664,1,8121,69.0,0.0,40,5,6,953,2000,2000,172400
1014,685.0,3.0,2,440,4,538,420,1,1920.0,1699,1,10615,107.0,0.0,74,5,3,978,1900,1970,95000
985,0.0,3.0,3,595,0,390,328,1,1977.0,985,1,8385,65.0,220.0,0,8,5,985,1977,1977,149900
1148,0.0,3.0,0,1148,4,0,672,1,1959.0,1148,1,7931,70.0,0.0,0,5,5,1148,1959,1959,132500
1466,0.0,3.0,0,176,2,1290,528,2,1959.0,1466,3,17755,134.0,132.0,140,4,5,1466,1959,1959,149900
811,741.0,3.0,0,550,1,163,434,0,1975.0,1552,1,11475,85.0,0.0,208,6,6,713,1975,1975,179900
1563,0.0,3.0,0,33,0,1530,758,0,2007.0,1563,0,10206,78.0,468.0,99,5,8,1563,2007,2007,245000
780,595.0,3.0,0,0,2,780,544,1,1979.0,1375,0,9000,50.0,0.0,162,6,6,780,1937,1950,141000
1709,0.0,2.0,3,1238,0,460,506,2,1999.0,1709,0,5119,50.0,60.0,65,5,9,1698,1999,2000,328900
1228,0.0,3.0,0,0,2,1228,271,1,1966.0,1228,0,8544,69.0,0.0,65,6,5,1228,1966,2006,149350
1516,0.0,3.0,0,196,3,975,472,0,1964.0,1516,1,10004,100.0,180.0,0,6,6,1516,1964,1964,167000
810,518.0,3.0,0,0,2,686,210,1,1940.0,1328,1,9906,57.0,0.0,172,4,4,686,1925,1950,107000
990,0.0,3.0,0,716,1,274,576,1,1996.0,990,1,13568,43.0,0.0,0,5,5,990,1995,1995,156000
1340,0.0,3.0,3,24,0,1316,396,2,2007.0,1340,0,8899,73.0,0.0,30,5,7,1340,2007,2007,181134
1702,0.0,1.0,0,1540,0,162,1052,2,2008.0,1702,2,8769,65.0,766.0,72,5,9,1702,2008,2008,367294
788,702.0,3.0,3,724,0,64,388,2,2004.0,1490,0,15384,60.0,0.0,75,5,7,788,2004,2005,184000
901,901.0,4.0,0,352,5,441,216,1,1920.0,1802,1,7588,54.0,0.0,0,6,7,793,1920,1950,200100
2129,743.0,4.0,0,700,0,983,541,2,1992.0,2872,0,10678,85.0,337.0,33,5,8,1683,1992,2000,285000
720,472.0,4.0,0,0,2,720,0,1,1980.0,1192,1,10800,60.0,0.0,0,4,4,720,1949,1950,135000
882,0.0,2.0,0,0,2,0,308,1,1956.0,882,1,12702,70.0,0.0,45,5,5,0,1956,1956,97000
703,689.0,2.0,0,0,2,689,540,1,2007.0,1392,0,3604,34.0,0.0,102,5,7,689,2007,2007,146000
1058,846.0,3.0,3,546,0,512,736,2,2003.0,1904,2,10927,74.0,280.0,60,5,8,1058,2005,2005,275000
1327,0.0,3.0,0,405,3,658,624,1,1974.0,1327,0,7388,75.0,0.0,0,6,5,1063,1959,2002,150750
1269,0.0,3.0,0,374,4,363,308,1,1964.0,1269,1,7931,70.0,0.0,0,6,5,1269,1960,1960,155000
1224,0.0,2.0,3,1086,0,0,528,1,1979.0,1224,1,7018,64.0,275.0,0,5,5,1086,1979,1979,153337
1968,1479.0,4.0,2,192,3,536,1014,1,1982.0,3447,0,14100,69.0,632.0,12,9,8,728,1935,1997,381000
480,0.0,3.0,3,50,4,430,308,1,1958.0,480,1,9000,50.0,0.0,0,3,2,480,1949,1950,35311
936,840.0,3.0,0,0,2,936,474,0,2002.0,1776,0,14006,65.0,144.0,96,5,7,936,2002,2002,192500
756,797.0,3.0,0,0,2,756,615,0,2005.0,1553,0,8125,65.0,0.0,45,5,7,756,2005,2006,186500
983,756.0,3.0,0,649,0,321,480,2,1999.0,1739,0,2645,24.0,456.0,0,5,8,970,1999,2000,172500
1035,371.0,3.0,0,0,2,319,0,1,1980.0,1406,3,7920,69.0,0.0,144,7,6,319,1920,1950,89500
1131,0.0,3.0,0,168,3,739,672,1,1995.0,1131,1,5925,50.0,435.0,72,7,4,907,1937,2000,89471
902,808.0,3.0,0,0,2,576,480,1,1990.0,1710,1,10300,50.0,0.0,11,6,7,576,1921,1950,140000
792,725.0,3.0,0,0,2,792,400,1,1931.0,1517,0,11435,69.0,0.0,0,7,8,792,1929,1950,230000
1314,0.0,3.0,2,936,0,364,552,0,2009.0,1314,0,8640,72.0,72.0,112,5,8,1300,2009,2009,229456
1057,0.0,3.0,0,417,3,640,576,2,1977.0,1057,1,7420,70.0,0.0,0,5,5,1057,1962,1962,132000
1200,0.0,1.0,2,661,0,203,884,1,1977.0,1200,0,9230,71.0,166.0,64,8,5,864,1965,1998,146000
1184,1426.0,4.0,3,64,0,1120,550,2,2007.0,2610,2,9000,75.0,0.0,364,5,8,1184,2007,2007,303477
864,0.0,3.0,0,616,1,248,528,1,1974.0,864,1,9000,60.0,0.0,0,6,4,864,1971,1971,120500
1041,0.0,3.0,0,991,1,50,270,0,1959.0,1041,1,9600,80.0,132.0,88,6,5,1041,1959,1959,124500
1002,454.0,4.0,2,0,2,810,280,1,1954.0,1456,1,7585,50.0,0.0,0,3,5,810,1948,1950,91500
1229,0.0,3.0,0,1059,1,75,284,0,1956.0,1229,1,17140,69.0,0.0,0,6,4,1134,1956,1956,135000
1088,871.0,3.0,3,0,2,1088,1025,0,2006.0,1959,0,9000,75.0,0.0,46,5,8,1088,2006,2006,270000
1502,0.0,3.0,0,0,2,1502,644,0,2009.0,1502,0,9541,79.0,268.0,114,5,7,1502,2009,2009,233170
786,390.0,2.0,0,0,2,698,624,1,1999.0,1176,1,6000,50.0,0.0,0,9,6,698,1937,2000,134900
827,0.0,2.0,0,0,2,0,392,1,1967.0,827,1,7200,60.0,0.0,0,7,5,0,1955,2007,107500
1094,0.0,3.0,2,500,3,594,495,1,1953.0,1094,1,10452,85.0,216.0,0,5,6,1094,1953,1953,155000
1414,0.0,3.0,3,24,0,1390,494,0,2004.0,1414,0,8773,65.0,98.0,105,5,7,1414,2004,2004,185500
1600,0.0,2.0,1,1277,4,207,319,0,1957.0,1600,1,16321,47.0,0.0,258,6,5,1484,1957,1997,207500
1126,0.0,2.0,0,0,2,0,520,2,2002.0,1126,0,8777,67.0,0.0,96,5,4,0,1949,2003,108000
1726,0.0,3.0,0,1126,2,600,786,1,2007.0,1726,2,9416,79.0,205.0,138,5,7,1726,2007,2007,311872
1453,1357.0,4.0,0,482,0,971,750,0,1990.0,2810,0,9572,69.0,336.0,0,5,8,1453,1990,1990,302000
1192,403.0,2.0,0,388,5,552,240,1,1940.0,1595,1,8400,60.0,0.0,0,5,6,940,1940,2000,140000
784,0.0,2.0,0,784,1,0,0,1,1980.0,784,0,6130,50.0,0.0,0,6,5,784,1924,1950,109500
1801,0.0,1.0,0,1247,1,254,484,2,1959.0,1801,1,15602,100.0,0.0,54,8,7,1501,1959,1997,289000
1498,0.0,2.0,2,0,2,1498,675,1,2006.0,1498,0,8990,73.0,0.0,33,5,7,1498,2006,2006,204900
2444,1872.0,4.0,1,1455,0,989,832,2,1994.0,4316,2,21535,104.0,1170.0,50,6,10,2444,1994,1995,755000
1208,0.0,2.0,0,664,0,544,628,0,2007.0,1208,0,6762,64.0,108.0,54,5,7,1208,2007,2007,195400
798,0.0,3.0,0,94,5,641,220,1,1949.0,1487,1,8741,52.0,0.0,140,4,6,735,1945,1950,113000
756,756.0,2.0,0,420,0,336,440,1,2000.0,1512,0,2117,69.0,513.0,32,5,6,756,2000,2000,168500
971,0.0,3.0,1,523,2,448,300,1,1969.0,971,1,9920,69.0,0.0,0,6,5,971,1969,1969,128500
1299,573.0,3.0,3,990,0,309,531,0,2001.0,1872,2,11885,69.0,108.0,122,5,8,1299,2001,2001,261500
958,581.0,3.0,0,0,2,650,686,1,1983.0,1539,0,10440,60.0,0.0,78,8,5,650,1904,2002,157500
1261,0.0,3.0,0,662,1,599,433,0,1958.0,1261,1,9120,76.0,0.0,0,6,6,1261,1958,1958,163000
1072,0.0,2.0,1,547,0,0,525,2,2005.0,1072,1,3675,35.0,82.0,44,5,6,547,2005,2006,140000
1007,793.0,3.0,0,0,2,982,463,2,2000.0,1800,1,8123,60.0,16.0,63,5,6,982,2000,2000,179000
874,0.0,3.0,0,510,2,354,288,0,1968.0,874,1,9858,62.0,0.0,0,6,5,864,1968,1968,130000
1364,0.0,2.0,3,659,0,705,484,0,2005.0,1364,0,7052,43.0,240.0,36,5,7,1364,2005,2005,185850
989,584.0,3.0,0,0,2,884,240,1,1935.0,1573,0,6120,51.0,0.0,0,7,4,884,1935,1995,133000
864,0.0,3.0,0,398,1,317,720,0,1980.0,864,0,7200,60.0,0.0,0,8,5,864,1950,2002,129000
1168,678.0,3.0,2,196,3,844,315,1,1949.0,1846,1,10496,78.0,320.0,0,6,6,1040,1949,1950,143000
866,902.0,3.0,3,20,0,846,578,0,2007.0,1768,0,10769,68.0,0.0,105,5,8,866,2007,2007,212000
1266,0.0,2.0,3,0,2,1266,388,2,2007.0,1266,0,3182,43.0,16.0,16,5,7,1266,2007,2007,159895
1005,1286.0,4.0,0,0,2,975,429,2,1999.0,2291,0,8738,66.0,302.0,0,5,7,975,1999,1999,230000
884,1151.0,3.0,0,0,2,884,434,2,2001.0,2035,0,9505,69.0,180.0,48,5,7,884,2001,2001,222500
2207,0.0,3.0,1,912,0,1035,576,0,1970.0,2207,1,19900,69.0,287.0,0,5,7,1947,1970,1989,180000
827,834.0,3.0,3,385,0,70,550,0,1996.0,1661,0,10667,43.0,0.0,61,6,7,799,1996,1996,212000
1072,504.0,3.0,1,1309,0,15,528,0,1923.0,1576,0,21384,144.0,0.0,312,6,5,1324,1923,2004,223500
1188,561.0,3.0,0,1088,5,0,456,1,1963.0,1869,1,8820,98.0,0.0,0,6,5,1088,1890,1996,124900
943,0.0,3.0,1,828,0,115,472,2,1998.0,1638,1,9042,59.0,0.0,38,5,6,943,1998,1998,192000
1094,761.0,3.0,0,0,2,528,512,0,1976.0,1855,1,9600,80.0,360.0,100,7,6,528,1976,1994,187000
1004,0.0,2.0,1,975,0,0,504,1,1977.0,1004,1,10530,78.0,90.0,0,5,6,975,1977,1977,135000
2036,0.0,3.0,1,1236,1,80,513,0,1965.0,2036,1,215245,150.0,0.0,0,5,7,2136,1965,1965,375000
1284,885.0,3.0,0,0,2,1284,647,0,2002.0,2169,0,9375,69.0,149.0,87,5,8,1284,2002,2002,228500
984,620.0,3.0,0,408,2,156,660,1,1977.0,1604,1,10998,60.0,0.0,68,5,5,984,1941,1960,117000
1114,0.0,3.0,0,814,0,300,576,1,2004.0,1114,0,13695,66.0,0.0,78,5,6,1114,2003,2004,155000
799,772.0,3.0,0,0,2,799,380,0,1993.0,1571,1,7837,59.0,0.0,40,7,6,799,1993,1994,178000
1064,703.0,2.0,0,495,0,354,504,0,1987.0,1767,0,5306,44.0,0.0,35,7,7,1064,1987,1987,239000
1526,0.0,4.0,3,383,3,833,364,1,1957.0,1526,1,8562,68.0,145.0,78,6,5,1216,1957,2002,144500
894,0.0,3.0,0,762,1,102,440,1,1974.0,894,1,13350,100.0,0.0,0,5,5,864,1974,1974,142500
966,686.0,4.0,0,686,5,0,416,1,1961.0,1652,1,10800,60.0,0.0,0,6,5,686,1915,1950,139000
1144,0.0,3.0,0,25,4,247,336,1,1962.0,1144,1,9204,71.0,0.0,88,5,5,1144,1963,1963,124000
1668,0.0,3.0,3,1059,0,567,702,1,2002.0,1668,0,11248,90.0,215.0,45,5,9,1626,2002,2002,285000
800,0.0,1.0,0,0,2,264,0,1,1980.0,800,3,6120,51.0,0.0,0,3,2,264,1936,1950,60000
1057,977.0,3.0,0,739,0,318,645,0,1998.0,2034,0,9375,69.0,573.0,36,5,7,1057,1997,1998,219500
894,0.0,2.0,0,0,2,894,308,1,1962.0,894,1,6600,60.0,0.0,0,5,5,894,1962,1962,109500
1221,0.0,2.0,0,410,0,811,400,0,2004.0,1221,0,7500,62.0,0.0,113,5,7,1221,2004,2005,185000
845,0.0,3.0,0,0,2,0,290,1,1957.0,845,1,11500,69.0,0.0,0,3,4,0,1957,1957,84000
1302,432.0,4.0,0,0,2,0,539,1,1977.0,1734,0,10125,75.0,0.0,0,5,5,0,1977,1977,126000
864,0.0,2.0,0,468,3,396,0,1,1980.0,864,1,5604,67.0,0.0,0,6,5,864,1925,1950,98000
1214,1306.0,4.0,0,565,0,638,721,1,1995.0,2520,0,9950,82.0,290.0,114,5,7,1203,1995,1995,290000
1137,0.0,2.0,0,980,0,92,551,1,1987.0,1137,0,13811,54.0,72.0,0,6,6,1112,1987,1987,176000
1211,0.0,3.0,0,250,4,210,322,1,1968.0,1211,1,8250,55.0,0.0,63,5,5,952,1968,1968,134000
1028,0.0,2.0,0,0,2,1008,360,1,1927.0,1028,1,8960,56.0,0.0,0,6,5,1008,1927,1950,115000
804,0.0,3.0,0,510,4,278,240,1,1940.0,804,0,7200,60.0,294.0,0,7,5,788,1940,1992,119000
1494,0.0,3.0,3,0,2,1494,840,0,2006.0,1494,0,10652,91.0,306.0,33,5,7,1494,2006,2007,279500
1792,0.0,2.0,1,1567,0,225,874,2,2003.0,1792,2,11846,72.0,562.0,49,5,9,1792,2003,2004,374000
698,0.0,2.0,0,0,2,698,0,1,1980.0,698,1,9405,50.0,0.0,200,9,5,698,1947,2008,118000
625,625.0,2.0,0,0,2,625,625,2,2006.0,1250,0,4017,35.0,0.0,54,5,7,625,2006,2007,171900
933,975.0,4.0,0,642,0,273,493,1,1994.0,1908,0,8750,70.0,0.0,133,5,7,915,1994,1995,210000
1105,1169.0,5.0,0,443,3,662,480,1,1960.0,2274,1,11600,80.0,361.0,0,5,5,1105,1960,1960,154300
1053,795.0,4.0,0,0,2,833,370,1,1922.0,1848,0,13053,64.0,0.0,0,7,6,833,1923,2000,207000
2042,0.0,3.0,0,0,2,2042,1390,0,2009.0,2042,2,12704,98.0,306.0,90,5,8,2042,2008,2009,253293
1277,1067.0,3.0,0,0,2,1264,889,0,1996.0,2344,0,10208,79.0,921.0,0,5,7,1264,1996,1997,265000
882,914.0,3.0,2,706,0,88,546,0,1998.0,1796,1,9531,69.0,0.0,36,5,6,794,1998,1998,211000
1186,800.0,3.0,0,454,4,314,486,1,1965.0,1986,1,13600,85.0,176.0,42,6,7,768,1965,1990,205000
796,0.0,2.0,0,0,2,796,0,1,1980.0,796,1,8777,67.0,0.0,0,7,5,796,1910,1950,85000
869,349.0,3.0,0,375,1,360,440,1,2003.0,1218,1,6000,60.0,0.0,0,6,6,735,1941,1950,131000
980,0.0,3.0,0,560,4,420,484,1,1986.0,980,1,7064,71.0,153.0,0,6,5,980,1977,1977,135000
980,1276.0,4.0,0,300,0,652,554,2,2000.0,2256,0,8795,69.0,0.0,54,5,7,952,2000,2000,236000
1675,1818.0,3.0,0,0,2,1470,870,1,2003.0,3493,0,18386,87.0,0.0,0,9,7,1470,1880,2002,295000
929,929.0,5.0,0,0,2,755,0,1,1980.0,2229,1,5520,92.0,0.0,198,6,6,755,1912,1950,104000
780,240.0,2.0,0,0,2,780,0,1,1980.0,1020,1,6342,54.0,0.0,0,8,5,780,1875,1996,94000
1268,0.0,3.0,3,196,1,1072,252,1,1978.0,1268,0,9286,69.0,0.0,0,7,5,1268,1977,1989,143500
948,0.0,3.0,0,492,1,372,248,1,1954.0,948,1,10215,75.0,132.0,0,5,4,864,1954,1954,111000
1148,568.0,3.0,0,292,5,476,281,1,1949.0,1716,1,11409,60.0,0.0,0,4,5,768,1949,2008,131000
